SBD,Trường,Ngành,Tổ hợp,Năm,Điểm học sinh,Điểm chuẩn trung bình,Điểm chuẩn dự kiến,Chỉ tiêu,q0,Market trend,Xu hướng điểm chuẩn,Xác suất trúng tuyển
6888,NLS,quản lý tài nguyên và môi trường,C00,2025,19.0,15.0,15.25,141.5,129.8,0.68,0.0,0.977
241,GTS,logistics và quản lý chuỗi cung ứng,D01,2025,22.95,20.0,20.25,119.38,119.38,0.5,0.0,0.937
2589,DCQ,luật kinh tế,C00,2025,16.5,16.0,16.25,141.53,141.53,0.5,0.0,0.5622
17979,KTA,công nghệ thông tin,A01,2025,20.7,23.8,24.05,132.31,132.31,0.5,-0.0,0.0339
14587,HIU,ngôn ngữ trung quốc,C00,2025,14.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.3208
43974,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
10124,QSX,quản lý giáo dục,C00,2025,9.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
28443,QSC,trí tuệ nhân tạo,A00,2025,22.95,26.53,26.19,180.0,169.88,0.92,-1.06,0.0377
3273,KSA,quản trị nhân lực,C00,2025,21.0,18.0,18.25,126.77,126.77,0.5,0.0,0.9399
28595,SPK,công nghệ vật liệu,A00,2025,16.85,15.4,15.93,96.5,118.52,0.68,0.0,0.715
5668,HSU,nghệ thuật,D01,2025,16.95,15.0,15.16,161.5,137.08,0.68,0.0,0.8569
8085,QST,quản lý tài nguyên và môi trường,A00,2025,19.5,21.5,22.07,100.0,129.8,0.68,0.0,0.0711
19698,UFM,tài chính - ngân hàng,A00,2025,23.85,22.5,22.69,163.5,135.02,0.8,0.0,0.7613
18428,HVU,thú y,B00,2025,18.7,18.0,18.32,155.5,152.43,0.68,0.0,0.5939
9638,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
14119,SGD,sư phạm ngữ văn,C00,2025,11.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
12006,NLS,quản lý tài nguyên và môi trường,C00,2025,15.0,15.0,15.25,141.5,129.8,0.68,0.0,0.4378
54004,SPS,tâm lý học,C00,2025,21.0,26.45,26.38,151.5,133.53,0.68,-0.39,0.0046
3528,HIU,ngôn ngữ trung quốc,C00,2025,15.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.5622
18244,UFM,tài chính - ngân hàng,D01,2025,24.85,22.5,22.69,163.5,135.02,0.8,0.0,0.8966
10141,QSB,trí tuệ nhân tạo,A01,2025,14.5,17.2,17.45,169.88,169.88,0.5,0.0,0.0497
6399,YDS,dược học,A01,2025,27.15,24.0,24.82,86.5,139.02,0.89,0.0,0.9113
7422,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.75,15.0,15.25,129.42,129.42,0.5,0.0,0.3775
9959,GTS,luật,D01,2025,24.1,21.0,21.25,137.77,137.77,0.5,-0.0,0.9453
16187,SPK,công nghệ kỹ thuật ô tô,A00,2025,19.0,16.0,16.12,172.5,141.77,0.68,0.0,0.9468
11290,NLS,quản lý tài nguyên và môi trường,C00,2025,12.75,15.0,15.25,141.5,129.8,0.68,0.0,0.0759
6229,QSC,an toàn thông tin,D01,2025,22.05,24.28,23.78,130.5,145.58,0.87,-1.49,0.1506
25317,VLU,luật,C00,2025,18.0,15.0,15.38,135.5,137.77,0.73,-0.0,0.9321
6919,KTA,công nghệ thông tin,D01,2025,22.3,23.8,24.05,132.31,132.31,0.5,-0.0,0.148
9487,LPS,luật kinh tế,C00,2025,22.0,21.0,21.25,141.53,141.53,0.5,0.0,0.6792
1499,DCQ,luật kinh tế,C00,2025,18.0,16.0,16.25,141.53,141.53,0.5,0.0,0.852
4479,MBS,xã hội học,C00,2025,15.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.0759
1824,QST,quản lý tài nguyên và môi trường,A00,2025,24.3,21.5,22.07,100.0,129.8,0.68,0.0,0.9029
7344,IUH,luật kinh tế,C00,2025,23.5,23.5,23.75,141.53,141.53,0.5,-0.0,0.4378
1064,HSU,nghệ thuật,D01,2025,15.0,15.0,15.16,161.5,137.08,0.68,0.0,0.4601
54922,QSX,quản lý giáo dục,C00,2025,25.5,26.9,27.15,153.02,153.02,0.5,-0.0,0.1611
222,LPS,luật kinh tế,C00,2025,18.25,21.0,21.25,141.53,141.53,0.5,0.0,0.0474
3370,VLU,tâm lý học,C00,2025,19.5,16.0,16.56,103.5,133.53,0.68,0.0,0.9498
10799,SGD,sư phạm ngữ văn,C00,2025,10.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0
8860,GTS,kỹ thuật xây dựng,D01,2025,17.02,18.0,17.83,130.67,130.67,0.5,-0.6,0.3079
1670,QSB,trí tuệ nhân tạo,A00,2025,19.0,17.2,17.45,169.88,169.88,0.5,0.0,0.8249
21130,QSX,quản lý giáo dục,C00,2025,11.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
6259,IUH,luật kinh tế,C00,2025,24.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.5622
10349,TYS,điều dưỡng,B00,2025,25.35,23.57,23.82,153.48,153.48,0.5,0.0,0.822
1702,SPS,giáo dục tiểu học,C00,2025,11.25,27.5,28.12,100.0,138.98,0.68,0.0,0.0
4806,SGD,sư phạm ngữ văn,C00,2025,21.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0006
232,HSU,thiết kế đồ họa,D01,2025,18.5,15.0,15.57,108.5,133.22,0.76,-0.0,0.9493
6955,NTT,ngôn ngữ trung quốc,C00,2025,17.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.9047
4037,LPS,luật kinh tế,C00,2025,23.25,21.0,21.25,141.53,141.53,0.5,0.0,0.8808
15533,HIU,quản lý giáo dục,C00,2025,18.5,16.0,16.25,153.02,153.02,0.5,0.0,0.9047
828,UFM,tài chính - ngân hàng,D01,2025,21.6,22.5,22.69,163.5,135.02,0.8,0.0,0.2516
7726,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,10.25,15.0,15.25,129.42,129.42,0.5,0.0,0.0067
6967,YDS,dược học,A01,2025,26.0,24.0,24.82,86.5,139.02,0.89,0.0,0.7649
5764,YDS,y khoa,A00,2025,7.3,24.0,24.93,80.0,147.72,0.95,0.0,0.0
6197,NLS,quản lý tài nguyên và môi trường,C00,2025,16.25,15.0,15.25,141.5,129.8,0.68,0.0,0.7311
8409,DCQ,luật kinh tế,C00,2025,14.0,16.0,16.25,141.53,141.53,0.5,0.0,0.0953
74322,NTT,ngôn ngữ trung quốc,C00,2025,13.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.2689
7996,QSC,an toàn thông tin,D01,2025,25.7,24.28,23.78,130.5,145.58,0.87,-1.49,0.8721
5806,MBS,xã hội học,C00,2025,20.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.852
11119,HIU,ngôn ngữ trung quốc,C00,2025,17.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.8808
3543,QST,quản lý tài nguyên và môi trường,A00,2025,23.35,21.5,22.07,100.0,129.8,0.68,0.0,0.7824
9864,KTA,công nghệ thông tin,A00,2025,25.5,23.8,24.05,132.31,132.31,0.5,-0.0,0.81
3879,IUH,luật kinh tế,C00,2025,21.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.0601
7463,KSA,logistics và quản lý chuỗi cung ứng,C00,2025,21.42,19.0,19.25,119.38,119.38,0.5,0.0,0.8975
103,HVU,thú y,B00,2025,18.0,18.0,18.32,155.5,152.43,0.68,0.0,0.4207
3127,LPS,luật kinh tế,C00,2025,23.0,21.0,21.25,141.53,141.53,0.5,0.0,0.852
61342,VLU,thú y,B00,2025,12.3,15.0,15.04,198.5,152.43,0.68,-0.0,0.0607
12695,IUH,luật kinh tế,C00,2025,22.5,23.5,23.75,141.53,141.53,0.5,-0.0,0.2227
11855,UFM,kế toán,A00,2025,25.8,22.5,22.85,126.5,127.73,0.68,0.0,0.9503
5036,SPS,tâm lý học,C00,2025,24.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.1324
24243,GTS,luật,D01,2025,23.35,21.0,21.25,137.77,137.77,0.5,-0.0,0.8909
68707,NLS,quản lý tài nguyên và môi trường,C00,2025,15.25,15.0,15.25,141.5,129.8,0.68,0.0,0.5
13,QSC,an toàn thông tin,D01,2025,25.6,24.28,23.78,130.5,145.58,0.87,-1.49,0.8606
48736,SPK,công nghệ sinh học,A01,2025,21.55,15.0,15.75,100.0,155.72,0.79,0.0,0.997
15417,QSX,quản lý giáo dục,C00,2025,8.0,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
11790,QSB,khoa học máy tính,D01,2025,20.65,21.0,21.25,122.69,122.69,0.5,0.0,0.3543
17750,DCQ,luật kinh tế,C00,2025,18.25,16.0,16.25,141.53,141.53,0.5,0.0,0.8808
2926,MBS,tâm lý học,C00,2025,25.25,23.8,24.05,133.53,133.53,0.5,-0.0,0.7685
6076,GTS,kỹ thuật xây dựng,D01,2025,20.8,18.0,17.83,130.67,130.67,0.5,-0.6,0.9512
50711,NTT,ngôn ngữ trung quốc,C00,2025,17.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.9047
18205,QSC,khoa học máy tính,D01,2025,27.65,25.57,25.51,95.5,122.69,0.89,-1.04,0.8947
9296,VLU,quan hệ công chúng,C00,2025,22.5,19.0,19.57,110.5,136.37,0.77,0.0,0.9493
930,HVU,thú y,B00,2025,19.35,18.0,18.32,155.5,152.43,0.68,0.0,0.7369
16959,HSU,thiết kế thời trang,D01,2025,24.45,15.0,15.3,140.0,134.97,0.68,-0.0,0.9999
8116,QSB,khoa học máy tính,D01,2025,20.85,21.0,21.25,122.69,122.69,0.5,0.0,0.4013
8591,SGD,sư phạm ngữ văn,C00,2025,13.25,28.11,28.36,139.2,139.2,0.5,0.0,0.0
67447,KTA,công nghệ thông tin,D01,2025,24.35,23.8,24.05,132.31,132.31,0.5,-0.0,0.5744
4551,HIU,ngôn ngữ trung quốc,C00,2025,18.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.9399
8460,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,16.75,15.0,15.25,129.42,129.42,0.5,0.0,0.8176
7256,LPS,luật kinh tế,C00,2025,21.5,21.0,21.25,141.53,141.53,0.5,0.0,0.5622
18336,SPK,công nghệ sinh học,A01,2025,16.15,15.0,15.75,100.0,155.72,0.79,0.0,0.5987
10749,UFM,tài chính - ngân hàng,D01,2025,20.9,22.5,22.69,163.5,135.02,0.8,0.0,0.1431
1251,GTS,kỹ thuật xây dựng,D01,2025,20.3,18.0,17.83,130.67,130.67,0.5,-0.6,0.922
1321,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
12789,QST,quản lý tài nguyên và môi trường,A00,2025,19.95,21.5,22.07,100.0,129.8,0.68,0.0,0.1072
862,NLS,quản lý tài nguyên và môi trường,C00,2025,15.75,15.0,15.25,141.5,129.8,0.68,0.0,0.6225
37166,KTA,công nghệ thông tin,D01,2025,24.7,23.8,24.05,132.31,132.31,0.5,-0.0,0.657
4243,QSX,quản lý giáo dục,C00,2025,16.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
32093,YDS,dược học,A01,2025,26.25,24.0,24.82,86.5,139.02,0.89,0.0,0.8069
230,IUH,luật kinh tế,C00,2025,23.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.3775
1550,MBS,xã hội học,C00,2025,18.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.5
5027,QST,quản lý tài nguyên và môi trường,A00,2025,23.6,21.5,22.07,100.0,129.8,0.68,0.0,0.822
8105,YDS,dược học,A01,2025,21.6,24.0,24.82,86.5,139.02,0.89,0.0,0.0384
2820,NTT,ngôn ngữ trung quốc,C00,2025,17.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.9399
21657,HSU,nghệ thuật,D01,2025,16.8,15.0,15.16,161.5,137.08,0.68,0.0,0.8375
26309,TYS,điều dưỡng,B00,2025,24.1,23.57,23.82,153.48,153.48,0.5,0.0,0.5695
11592,HVU,thú y,B00,2025,20.35,18.0,18.32,155.5,152.43,0.68,0.0,0.8839
186,TYS,điều dưỡng,B00,2025,23.65,23.57,23.82,153.48,153.48,0.5,0.0,0.4576
1131,QSB,khoa học máy tính,A00,2025,23.7,21.0,21.25,122.69,122.69,0.5,0.0,0.9206
28379,SPK,công nghệ sinh học,D01,2025,10.5,15.0,15.75,100.0,155.72,0.79,0.0,0.0052
1817,HIU,ngôn ngữ trung quốc,C00,2025,17.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.9047
1316,HVU,thú y,A00,2025,16.3,18.0,18.32,155.5,152.43,0.68,0.0,0.1171
5653,SPS,tâm lý học,C00,2025,21.75,26.45,26.38,151.5,133.53,0.68,-0.39,0.0097
6294,LPS,luật kinh tế,C00,2025,23.25,21.0,21.25,141.53,141.53,0.5,0.0,0.8808
11333,HSU,nghệ thuật,D01,2025,15.5,15.0,15.16,161.5,137.08,0.68,0.0,0.5842
9111,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,16.75,15.0,15.25,129.42,129.42,0.5,0.0,0.8176
7119,SPK,công nghệ vật liệu,A00,2025,17.3,15.4,15.93,96.5,118.52,0.68,0.0,0.7974
6521,TYS,điều dưỡng,B00,2025,24.75,23.57,23.82,153.48,153.48,0.5,0.0,0.7171
17283,UFM,tài chính - ngân hàng,D01,2025,22.2,22.5,22.69,163.5,135.02,0.8,0.0,0.3799
61386,SGD,quản trị kinh doanh,D01,2025,24.5,22.97,23.22,111.56,111.56,0.5,-0.0,0.7824
2764,IUH,luật kinh tế,C00,2025,23.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.3775
4250,SPS,tâm lý học,C00,2025,24.0,26.45,26.38,151.5,133.53,0.68,-0.39,0.0847
4382,VLU,thú y,D01,2025,13.2,15.0,15.04,198.5,152.43,0.68,-0.0,0.1371
3300,QSX,quản lý giáo dục,C00,2025,11.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
5009,SGD,sư phạm ngữ văn,C00,2025,26.5,28.11,28.36,139.2,139.2,0.5,0.0,0.1347
2596,NLS,quản lý tài nguyên và môi trường,C00,2025,17.75,15.0,15.25,141.5,129.8,0.68,0.0,0.9241
41715,QST,quản lý tài nguyên và môi trường,A00,2025,23.25,21.5,22.07,100.0,129.8,0.68,0.0,0.7649
15038,DCQ,luật kinh tế,C00,2025,16.5,16.0,16.25,141.53,141.53,0.5,0.0,0.5622
728,YDS,điều dưỡng,A00,2025,21.6,23.02,23.4,92.5,153.48,0.82,-0.61,0.1419
17257,MBS,xã hội học,C00,2025,17.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.3775
2495,KTA,kiến trúc,A01,2025,21.35,21.0,21.25,134.55,134.55,0.5,0.0,0.525
19842,QSC,an toàn thông tin,D01,2025,21.3,24.28,23.78,130.5,145.58,0.87,-1.49,0.0773
19024,HSU,nghệ thuật,D01,2025,13.3,15.0,15.16,161.5,137.08,0.68,0.0,0.1347
1463,NTT,ngôn ngữ trung quốc,C00,2025,14.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.4378
8736,MBS,xã hội học,C00,2025,21.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.9526
10756,GTS,logistics và quản lý chuỗi cung ứng,A00,2025,22.4,20.0,20.25,119.38,119.38,0.5,0.0,0.8957
2472,HIU,ngôn ngữ trung quốc,C00,2025,15.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.5622
1175,QSB,khoa học máy tính,D01,2025,16.1,21.0,21.25,122.69,122.69,0.5,0.0,0.0058
20977,KTA,kiến trúc,A01,2025,22.45,21.0,21.25,134.55,134.55,0.5,0.0,0.7685
73353,SPK,công nghệ sinh học,D01,2025,17.73,15.0,15.75,100.0,155.72,0.79,0.0,0.8787
33979,GTS,kỹ thuật xây dựng,D01,2025,15.5,18.0,17.83,130.67,130.67,0.5,-0.6,0.0887
24273,KSA,logistics và quản lý chuỗi cung ứng,C00,2025,21.75,19.0,19.25,119.38,119.38,0.5,0.0,0.9241
11457,QSC,khoa học dữ liệu,D01,2025,23.2,27.5,27.75,135.6,135.6,0.5,-0.0,0.0105
5105,QST,quản lý tài nguyên và môi trường,A01,2025,21.65,21.5,22.07,100.0,129.8,0.68,0.0,0.3965
6242,QSX,quản lý giáo dục,C00,2025,9.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
8693,UFM,tài chính - ngân hàng,D01,2025,23.0,22.5,22.69,163.5,135.02,0.8,0.0,0.5769
3761,HVU,thú y,A00,2025,23.1,18.0,18.32,155.5,152.43,0.68,0.0,0.9917
5044,NLS,quản lý tài nguyên và môi trường,C00,2025,13.75,15.0,15.25,141.5,129.8,0.68,0.0,0.1824
1674,SPS,tâm lý học,C00,2025,24.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.1324
6266,LPS,luật kinh tế,C00,2025,24.25,21.0,21.25,141.53,141.53,0.5,0.0,0.9526
5273,VLU,quan hệ công chúng,C00,2025,20.0,19.0,19.57,110.5,136.37,0.77,0.0,0.6059
694,IUH,luật kinh tế,C00,2025,21.25,23.5,23.75,141.53,141.53,0.5,-0.0,0.0759
6505,HSU,nghệ thuật,D01,2025,15.8,15.0,15.16,161.5,137.08,0.68,0.0,0.6548
15229,VLU,quan hệ công chúng,C00,2025,22.5,19.0,19.57,110.5,136.37,0.77,0.0,0.9493
7088,NTT,ngôn ngữ trung quốc,C00,2025,12.0,15.0,14.75,202.5,126.53,0.71,-0.0,0.0601
6781,QSB,khoa học máy tính,D01,2025,20.95,21.0,21.25,122.69,122.69,0.5,0.0,0.4256
7068,LPS,luật kinh tế,C00,2025,22.5,21.0,21.25,141.53,141.53,0.5,0.0,0.7773
2812,UFM,tài chính - ngân hàng,D01,2025,19.8,22.5,22.69,163.5,135.02,0.8,0.0,0.0527
2647,DCQ,luật kinh tế,C00,2025,13.75,16.0,16.25,141.53,141.53,0.5,0.0,0.0759
385,HIU,quan hệ quốc tế,C00,2025,19.75,17.75,18.0,136.9,136.9,0.5,-0.0,0.852
822,TYS,điều dưỡng,B00,2025,23.25,23.57,23.82,153.48,153.48,0.5,0.0,0.3612
22050,SPS,tâm lý học,C00,2025,25.25,26.45,26.38,151.5,133.53,0.68,-0.39,0.2442
2680,IUH,luật kinh tế,C00,2025,23.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.5
3259,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,15.25,15.0,15.25,129.42,129.42,0.5,0.0,0.5
8414,NLS,quản lý tài nguyên và môi trường,C00,2025,18.0,15.0,15.25,141.5,129.8,0.68,0.0,0.9399
9160,DCQ,luật kinh tế,C00,2025,13.75,16.0,16.25,141.53,141.53,0.5,0.0,0.0759
12433,MBS,xã hội học,C00,2025,15.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.0474
8531,NTT,ngôn ngữ trung quốc,C00,2025,15.75,15.0,14.75,202.5,126.53,0.71,-0.0,0.7311
17628,YDS,dược học,A01,2025,25.1,24.0,24.82,86.5,139.02,0.89,0.0,0.5695
1663,HIU,ngôn ngữ trung quốc,C00,2025,12.25,15.0,15.25,126.53,126.53,0.5,-0.0,0.0474
44,SGD,sư phạm ngữ văn,C00,2025,9.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0
44276,QSC,an toàn thông tin,D01,2025,23.75,24.28,23.78,130.5,145.58,0.87,-1.49,0.4925
11077,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.75,15.0,15.25,129.42,129.42,0.5,0.0,0.9241
56848,SPK,công nghệ sinh học,D01,2025,13.2,15.0,15.75,100.0,155.72,0.79,0.0,0.0724
11284,QSX,quản lý giáo dục,C00,2025,11.25,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
51487,GTS,kỹ thuật xây dựng,D01,2025,20.4,18.0,17.83,130.67,130.67,0.5,-0.6,0.9289
39650,KTA,công nghệ thông tin,D01,2025,27.0,23.8,24.05,132.31,132.31,0.5,-0.0,0.9503
22124,SGD,quản trị kinh doanh,D01,2025,25.95,22.97,23.22,111.56,111.56,0.5,-0.0,0.9388
18326,LPS,luật kinh tế,C00,2025,23.0,21.0,21.25,141.53,141.53,0.5,0.0,0.852
4534,QSX,quản lý giáo dục,C00,2025,9.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.0
60829,VLU,quan hệ công chúng,C00,2025,21.5,19.0,19.57,110.5,136.37,0.77,0.0,0.8732
14880,QSB,khoa học máy tính,D01,2025,20.0,21.0,21.25,122.69,122.69,0.5,0.0,0.2227
849,NLS,quản lý tài nguyên và môi trường,C00,2025,15.25,15.0,15.25,141.5,129.8,0.68,0.0,0.5
2691,MBS,xã hội học,C00,2025,20.25,18.0,18.25,132.95,132.95,0.5,-0.0,0.8808
87551,SPS,tâm lý học,C00,2025,24.25,26.45,26.38,151.5,133.53,0.68,-0.39,0.1062
1224,SGD,sư phạm ngữ văn,C00,2025,18.5,28.11,28.36,139.2,139.2,0.5,0.0,0.0001
72700,QST,quản lý tài nguyên và môi trường,A00,2025,25.05,21.5,22.07,100.0,129.8,0.68,0.0,0.9517
1322,DCQ,luật kinh tế,C00,2025,19.25,16.0,16.25,141.53,141.53,0.5,0.0,0.9526
107812,IUH,luật kinh tế,C00,2025,22.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.2689
3114,HIU,quan hệ quốc tế,C00,2025,21.0,17.75,18.0,136.9,136.9,0.5,-0.0,0.9526
26159,MBS,xã hội học,C00,2025,20.0,18.0,18.25,132.95,132.95,0.5,-0.0,0.852
1201,SPK,công nghệ kỹ thuật ô tô,D01,2025,18.95,16.0,16.12,172.5,141.77,0.68,0.0,0.9443
5044,HVU,thú y,B00,2025,18.7,18.0,18.32,155.5,152.43,0.68,0.0,0.5939
1655,NTT,ngôn ngữ trung quốc,C00,2025,15.5,15.0,14.75,202.5,126.53,0.71,-0.0,0.6792
755,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,12.25,15.0,15.25,129.42,129.42,0.5,0.0,0.0474
3716,UFM,tài chính - ngân hàng,D01,2025,22.25,22.5,22.69,163.5,135.02,0.8,0.0,0.3917
32932,VLU,quan hệ công chúng,C00,2025,21.75,19.0,19.57,110.5,136.37,0.77,0.0,0.8984
1740,HVU,thú y,A00,2025,25.25,18.0,18.32,155.5,152.43,0.68,0.0,0.999
12542,QSC,kỹ thuật phần mềm,D01,2025,27.2,24.83,24.56,104.5,121.81,0.86,-1.21,0.9334
5602,SPS,tâm lý học,C00,2025,23.5,26.45,26.38,151.5,133.53,0.68,-0.39,0.0532
55241,TYS,điều dưỡng,B00,2025,21.05,23.57,23.82,153.48,153.48,0.5,0.0,0.059
23437,NLS,quản lý tài nguyên và môi trường,C00,2025,13.5,15.0,15.25,141.5,129.8,0.68,0.0,0.148
561,KTA,công nghệ thông tin,D01,2025,24.45,23.8,24.05,132.31,132.31,0.5,-0.0,0.5987
14210,HSU,nghệ thuật,D01,2025,12.9,15.0,15.16,161.5,137.08,0.68,0.0,0.0945
8117,YDS,dược học,A01,2025,15.85,24.0,24.82,86.5,139.02,0.89,0.0,0.0001
6321,GTS,kỹ thuật xây dựng,D01,2025,18.2,18.0,17.83,130.67,130.67,0.5,-0.6,0.5915
2475,DCQ,luật kinh tế,C00,2025,16.25,16.0,16.25,141.53,141.53,0.5,0.0,0.5
9018,NTT,ngôn ngữ trung quốc,C00,2025,16.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.8176
45215,TYS,dược học,B00,2025,27.1,25.51,25.76,139.02,139.02,0.5,0.0,0.7925
15626,QSX,quản lý giáo dục,C00,2025,25.5,26.9,27.15,153.02,153.02,0.5,-0.0,0.1611
2432,QST,quản lý tài nguyên và môi trường,A00,2025,24.35,21.5,22.07,100.0,129.8,0.68,0.0,0.9072
55486,YDS,dược học,A01,2025,24.75,24.0,24.82,86.5,139.02,0.89,0.0,0.4825
94609,LPS,luật kinh tế,C00,2025,19.0,21.0,21.25,141.53,141.53,0.5,0.0,0.0953
3684,QSB,trí tuệ nhân tạo,A00,2025,19.75,17.2,17.45,169.88,169.88,0.5,0.0,0.9089
4945,SGD,sư phạm ngữ văn,C00,2025,26.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0863
4079,HIU,ngôn ngữ trung quốc,C00,2025,15.0,15.0,15.25,126.53,126.53,0.5,-0.0,0.4378
16374,UFM,tài chính - ngân hàng,D01,2025,20.95,22.5,22.69,163.5,135.02,0.8,0.0,0.1493
615,QSC,trí tuệ nhân tạo,D01,2025,22.9,26.53,26.19,180.0,169.88,0.92,-1.06,0.0359
5565,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,17.75,15.0,15.25,129.42,129.42,0.5,0.0,0.9241
13,HVU,thú y,B00,2025,19.05,18.0,18.32,155.5,152.43,0.68,0.0,0.6748
3788,HSU,quan hệ công chúng,D01,2025,19.6,17.0,17.22,158.5,136.37,0.77,-0.0,0.9153
4301,QST,quản lý tài nguyên và môi trường,A00,2025,20.25,21.5,22.07,100.0,129.8,0.68,0.0,0.1394
14781,NLS,quản lý tài nguyên và môi trường,C00,2025,16.75,15.0,15.25,141.5,129.8,0.68,0.0,0.8176
9975,KTA,công nghệ thông tin,D01,2025,24.65,23.8,24.05,132.31,132.31,0.5,-0.0,0.6457
59855,NTT,ngôn ngữ trung quốc,C00,2025,12.2,15.0,14.75,202.5,126.53,0.71,-0.0,0.0724
430,VLU,luật,C00,2025,14.0,15.0,15.38,135.5,137.77,0.73,-0.0,0.201
17956,YDS,dược học,A01,2025,27.6,24.0,24.82,86.5,139.02,0.89,0.0,0.9416
9733,IUH,luật kinh tế,C00,2025,20.75,23.5,23.75,141.53,141.53,0.5,-0.0,0.0474
1249,GTS,luật,D01,2025,23.3,21.0,21.25,137.77,137.77,0.5,-0.0,0.8859
1722,DCQ,luật kinh tế,C00,2025,15.25,16.0,16.25,141.53,141.53,0.5,0.0,0.2689
2575,SPS,tâm lý học,C00,2025,26.0,26.45,26.38,151.5,133.53,0.68,-0.39,0.4061
3638,HIU,ngôn ngữ trung quốc,C00,2025,14.5,15.0,15.25,126.53,126.53,0.5,-0.0,0.3208
8883,UFM,kế toán,A01,2025,25.75,22.5,22.85,126.5,127.73,0.68,0.0,0.9478
14322,LPS,luật kinh tế,C00,2025,22.25,21.0,21.25,141.53,141.53,0.5,0.0,0.7311
7226,KSA,quản trị dịch vụ du lịch và lữ hành,C00,2025,14.75,15.0,15.25,129.42,129.42,0.5,0.0,0.3775
7582,QSB,khoa học máy tính,D01,2025,17.5,21.0,21.25,122.69,122.69,0.5,0.0,0.023
9002,NLS,quản lý tài nguyên và môi trường,C00,2025,14.75,15.0,15.25,141.5,129.8,0.68,0.0,0.3775
12037,SPK,công nghệ vật liệu,A00,2025,18.65,15.4,15.93,96.5,118.52,0.68,0.0,0.9382
8159,QSC,an toàn thông tin,D01,2025,21.05,24.28,23.78,130.5,145.58,0.87,-1.49,0.0612
2072,MBS,xã hội học,C00,2025,15.75,18.0,18.25,132.95,132.95,0.5,-0.0,0.0759
11758,NTT,ngôn ngữ trung quốc,C00,2025,12.25,15.0,14.75,202.5,126.53,0.71,-0.0,0.0759
10957,QSX,quản lý giáo dục,C00,2025,27.75,26.9,27.15,153.02,153.02,0.5,-0.0,0.6457
5587,SGD,sư phạm ngữ văn,C00,2025,11.0,28.11,28.36,139.2,139.2,0.5,0.0,0.0
979,IUH,luật kinh tế,C00,2025,22.0,23.5,23.75,141.53,141.53,0.5,-0.0,0.148
8695,VLU,luật,C00,2025,15.25,15.0,15.38,135.5,137.77,0.73,-0.0,0.4675
