Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Mã trường
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2022,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2022,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2022,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,D01,2021,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A00,2021,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A01,2021,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,C00,2021,,HIU
thiết kế đồ họa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
thiết kế đồ họa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
ngôn ngữ anh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
ngôn ngữ anh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
ngôn ngữ nhật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A01,2021,,HIU
ngôn ngữ nhật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,D01,2021,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,A00,2021,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,A01,2021,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,C00,2021,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,D01,2021,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,B00,2021,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
kiến trúc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
kiến trúc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
y khoa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,22.5,A00,2021,,HIU
y khoa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,22.5,B00,2021,,HIU
dược học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,21.0,A00,2021,,HIU
dược học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,21.0,B00,2021,,HIU
điều dưỡng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,19.0,A00,2021,,HIU
điều dưỡng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,19.0,B00,2021,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2021,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2021,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2021,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2021,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,D01,2020,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A00,2020,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A01,2020,,HIU
quản lý giáo dục,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,C00,2020,,HIU
thiết kế đồ họa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
thiết kế đồ họa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
ngôn ngữ anh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
ngôn ngữ anh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
ngôn ngữ trung quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
ngôn ngữ nhật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,A01,2020,,HIU
ngôn ngữ nhật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,16.0,D01,2020,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
ngôn ngữ hàn quốc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,A00,2020,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,A01,2020,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,C00,2020,,HIU
quan hệ quốc tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,17.75,D01,2020,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,B00,2020,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
tâm lý học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
quan hệ công chúng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
quản trị kinh doanh,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
digital marketing,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
tài chính - ngân hàng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
kế toán,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
luật,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
luật kinh tế,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
công nghệ thông tin,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
logistics và quản lý chuỗi cung ứng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
kiến trúc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
kiến trúc,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
y khoa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,22.5,A00,2020,,HIU
y khoa,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,22.5,B00,2020,,HIU
dược học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,21.0,A00,2020,,HIU
dược học,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,21.0,B00,2020,,HIU
điều dưỡng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,19.0,A00,2020,,HIU
điều dưỡng,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,19.0,B00,2020,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
quản trị dịch vụ du lịch và lữ hành,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A00,2020,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,A01,2020,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,C00,2020,,HIU
quản trị khách sạn,Trung bình,HIU - Trường Đại Học Quốc Tế Hồng Bàng,15.0,D01,2020,,HIU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2023,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2023,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2023,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2023,,HSU
ngôn ngữ anh,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2023,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2023,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2023,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2023,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2023,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2023,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2023,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2023,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2023,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2023,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2023,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2023,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2023,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2023,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2023,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2023,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2023,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2023,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2023,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2023,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2023,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2023,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2023,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2023,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2023,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2023,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2023,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2023,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2023,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2022,,HSU
thiết kế đồ họa,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2022,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2022,,HSU
thiết kế thời trang,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2022,,HSU
ngôn ngữ anh,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2022,Tiếng Anh nhân 2; điểm Tiếng Anh chưa nhân hệ số đạt từ 5.0 điểm trở lên.,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
ngôn ngữ trung quốc,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2022,,HSU
tâm lý học,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2022,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2022,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2022,,HSU
quan hệ công chúng,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2022,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
quản trị kinh doanh,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2022,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2022,,HSU
digital marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2022,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2022,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2022,,HSU
marketing,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2022,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
kinh doanh quốc tế,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
kế toán,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
quản trị nhân lực,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
luật,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,D01,2022,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A00,2022,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,A01,2022,,HSU
luật kinh tế,Trung bình,HSU - Trường Đại Học Hoa Sen,17.0,D01,2022,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2022,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2022,,HSU
kỹ thuật phần mềm,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2022,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2022,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2022,,HSU
trí tuệ nhân tạo,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2022,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A00,2022,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,A01,2022,,HSU
công nghệ thông tin,Trung bình,HSU - Trường Đại Học Hoa Sen,18.0,D01,2022,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,A01,2022,,HSU
thiết kế nội thất,Trung bình,HSU - Trường Đại Học Hoa Sen,15.0,D01,2022,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A00,2022,,HSU
quản trị khách sạn,Trung bình,HSU - Trường Đại Học Hoa Sen,16.0,A01,2022,,HSU
