StudentID,Toan,NguVan,VatLy,HoaHoc,SinhHoc,LichSu,DiaLy,GDCD,NgoaiNgu,Interests,Tohopthi,Major_1,Score_1,Subject_Group_1,Major_2,Score_2,Subject_Group_2,Major_3,Score_3,Subject_Group_3
S04505,6.4,5.75,,,,4.75,7.5,9.0,4.6,"Đọc sách,Nghệ thuật,Chăm sóc sức khỏe",XH,ngôn ngữ anh,0.467,D10,thú y,0.463,D01,quản lý bệnh viện,0.463,D01
S04506,5.8,8.0,,,,7.5,6.25,8.0,3.8,"Văn hóa,Nghệ thuật,Sáng tạo",XH,thiết kế thời trang,0.667,D14,nghệ thuật,0.667,D14,thiết kế đồ họa,0.577,D14
S04507,6.6,6.25,,,,6.5,7.5,9.25,5.0,"Giúp đỡ người khác,Lãnh đạo,Khoa học",XH,tâm lý học,0.578,D01,quản lý tài nguyên và môi trường,0.547,C20,công nghệ sinh học,0.511,C04
S04508,7.2,8.5,,,,7.75,5.75,8.0,6.2,"Dịch vụ khách hàng,Truyền thông,Giáo dục",XH,quản trị dịch vụ du lịch và lữ hành,0.543,D66,digital marketing,0.542,D01,quản trị khách sạn,0.539,D14
S04509,6.0,9.0,,,,6.5,9.25,9.5,8.0,"Ngoại ngữ,Ẩm thực,Trò chơi điện tử",XH,quản trị kinh doanh quốc tế,0.6,C20,quản trị dịch vụ du lịch và lữ hành,0.593,D66,quản trị khách sạn,0.59,D15
S04510,5.6,7.75,,,,4.75,6.5,8.5,4.0,"Giáo dục,Dạy học,Chính trị",XH,quan hệ quốc tế,0.463,D15,quản lý tài nguyên và môi trường,0.343,C20,an toàn thông tin,0.341,C14
S04511,3.0,8.5,,,,7.75,8.25,9.0,4.4,"Truyền thông,Đọc sách,Ngoại ngữ",XH,ngôn ngữ hàn quốc,0.602,D66,ngôn ngữ anh,0.602,D15,quản trị kinh doanh quốc tế,0.573,C20
S04512,7.6,7.25,7.75,7.75,7.25,,,,6.4,"Môi trường,Công nghệ,Văn học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.568,A00,an toàn thông tin,0.558,A00,tự động hóa,0.558,A00
S04513,6.8,7.5,,,,6.5,7.75,8.0,6.0,"Quảng cáo,Luật pháp,Lập trình",XH,kỹ thuật phần mềm,0.547,C14,công nghệ thông tin,0.547,C14,khoa học máy tính,0.547,C14
S04514,6.4,8.5,,,,6.0,4.25,9.0,8.8,"Giao tiếp,Dạy học,Dịch vụ khách hàng",XH,quản trị khách sạn,0.656,D01,quản trị dịch vụ du lịch và lữ hành,0.591,D66,tâm lý học,0.591,D66
S04515,7.4,8.5,7.0,7.5,7.75,,,,5.4,"Truyền thông,Cơ khí,Đọc sách",TN,tự động hóa,0.552,B00,digital marketing,0.552,B00,marketing,0.532,A00
S04516,6.4,6.25,,,,7.0,7.75,7.75,4.8,"Lãnh đạo,Du lịch,Thống kê",XH,kế toán,0.512,A09,quản trị dịch vụ du lịch và lữ hành,0.512,C04,khoa học dữ liệu và trí tuệ nhân tạo,0.493,D01
S04517,6.2,6.5,,,,5.75,4.25,6.5,3.0,"Dịch vụ khách hàng,Giáo dục,Thể thao",XH,quản trị khách sạn,0.449,D01,quản trị dịch vụ du lịch và lữ hành,0.449,D01,thiết kế thời trang,0.419,D01
S04518,7.6,7.75,,,,7.75,8.25,9.0,5.4,"Trò chơi điện tử,Giáo dục,Giúp đỡ người khác",XH,công nghệ thông tin,0.575,C14,tâm lý học,0.573,C20,quản trị nhân lực,0.509,D14
S04519,7.0,8.0,,,,7.75,7.25,9.5,6.6,"Quản lý,Truyền thông,Lãnh đạo",XH,quản lý bệnh viện,0.628,D01,quản trị kinh doanh,0.618,D01,quản lý tài nguyên và môi trường,0.57,C20
S04520,7.8,8.75,,,,7.5,8.25,8.75,7.8,"Văn hóa,Truyền thông,Kinh doanh",XH,quản trị kinh doanh quốc tế,0.673,C20,marketing,0.671,C04,quan hệ công chúng,0.655,D01
S04521,8.2,7.25,7.25,8.25,5.75,,,,5.8,"Xây dựng,Phân tích dữ liệu,Lập trình",TN,kỹ thuật phần mềm,0.666,A00,trí tuệ nhân tạo,0.666,A00,công nghệ thông tin,0.666,A00
S04522,6.2,9.5,,,,9.75,9.75,9.0,5.6,"Thiết kế,Văn học,Luật pháp",XH,luật kinh tế,0.597,C20,sư phạm ngữ văn,0.587,C19,công nghệ kỹ thuật ô tô,0.569,C04
S04523,5.8,5.5,,,,7.25,8.0,9.25,5.0,"Thể thao,Ẩm thực,Lãnh đạo",XH,quản lý bệnh viện,0.457,D01,công nghệ thực phẩm,0.457,D01,thiết kế thời trang,0.451,D09
S04524,8.2,5.0,3.0,8.5,3.75,,,,8.0,"Khoa học,Du lịch,Kỹ thuật",TN,kỹ thuật môi trường,0.669,D07,công nghệ vật liệu,0.659,D07,thú y,0.569,D07
S04525,8.0,8.25,,,,8.75,6.75,9.0,6.4,"Kỹ thuật,Sáng tạo,Thiết kế",XH,kỹ thuật xây dựng,0.652,D84,kỹ thuật điện - điện tử,0.642,D01,công nghệ kỹ thuật ô tô,0.637,C04
S04526,6.2,6.0,,,,5.5,7.0,9.0,4.0,"Lãnh đạo,Ngoại ngữ,Tài chính",XH,quản trị kinh doanh quốc tế,0.523,C20,kế toán,0.516,A09,tài chính - ngân hàng,0.506,A08
S04527,3.4,8.25,,,,5.25,7.0,7.0,4.0,"Truyền thông,Chính trị,Ngoại ngữ",XH,quan hệ quốc tế,0.577,D15,ngôn ngữ hàn quốc,0.567,D66,quản trị kinh doanh quốc tế,0.527,C20
S04528,3.2,7.0,,,,5.75,5.0,6.75,4.0,"Nghệ thuật,Kinh doanh,Chăm sóc sức khỏe",XH,quản trị kinh doanh quốc tế,0.48,C20,quan hệ công chúng,0.453,D14,thiết kế đồ họa,0.443,D14
S04529,7.8,7.75,8.0,7.25,4.25,,,,4.8,"Điện tử,Thống kê,Thiết kế",TN,kỹ thuật điện - điện tử,0.647,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.567,A00,tự động hóa,0.557,A00
S04530,9.0,7.25,8.5,6.25,7.5,,,,8.2,"Nghiên cứu,Phân tích dữ liệu,Giao tiếp",TN,tâm lý học,0.766,D01,luật,0.763,A01,xã hội học,0.753,A01
S04531,2.6,6.75,,,,4.25,5.75,6.75,3.2,"Thiết kế,Văn hóa,Dạy học",XH,quản trị kinh doanh quốc tế,0.487,C20,quản trị dịch vụ du lịch và lữ hành,0.449,D15,ngôn ngữ hàn quốc,0.433,D66
S04532,7.8,8.5,,,,7.0,7.25,9.25,8.4,"Quảng cáo,Văn học,Luật pháp",XH,digital marketing,0.579,D01,marketing,0.569,D01,luật,0.569,D66
S04533,6.6,9.0,,,,10.0,9.5,9.25,5.8,"Dạy học,Giao tiếp,Truyền thông",XH,marketing,0.675,C04,quan hệ công chúng,0.661,D14,ngôn ngữ hàn quốc,0.641,D14
S04534,5.2,4.5,,,,4.5,5.5,5.25,3.6,"Văn hóa,Trò chơi điện tử,Quản lý",XH,quản trị kinh doanh quốc tế,0.533,C20,quản lý tài nguyên và môi trường,0.443,C20,kế toán,0.433,A09
S04535,7.4,7.75,7.75,7.75,5.25,,,,5.0,"Động vật,Bảo mật thông tin,Tự động hóa",TN,an toàn thông tin,0.555,A00,tự động hóa,0.555,A00,trí tuệ nhân tạo,0.555,A00
S04536,4.8,7.25,,,,6.25,6.0,7.25,5.0,"Giúp đỡ người khác,Luật pháp,Chăm sóc sức khỏe",XH,tâm lý học,0.487,D14,quản trị nhân lực,0.477,D14,thú y,0.467,D01
S04537,4.8,6.5,,,,6.0,7.0,8.75,4.8,"Quản lý,Giáo dục,Lãnh đạo",XH,quản lý bệnh viện,0.555,D01,quản trị kinh doanh,0.545,D01,quản lý tài nguyên và môi trường,0.537,C20
S04538,7.8,8.25,8.75,8.75,5.5,,,,8.6,"Ngoại ngữ,Sáng tạo,Bảo mật thông tin",TN,an toàn thông tin,0.587,A00,kỹ thuật phần mềm,0.587,A00,digital marketing,0.587,A00
S04539,8.2,8.75,,,,8.0,6.75,8.25,7.8,"Văn học,Kinh doanh,Phân tích dữ liệu",XH,logistics và quản lý chuỗi cung ứng,0.68,D01,quản trị nhân lực,0.663,C03,quản trị kinh doanh,0.66,D01
S04540,6.8,6.0,,,,7.5,8.25,8.25,,"Thể thao,Giúp đỡ người khác,Máy tính",GDTXXH,an toàn thông tin,0.531,C14,kỹ thuật phần mềm,0.531,C14,công nghệ thông tin,0.531,C14
S04541,5.6,8.0,,,,4.75,5.5,6.75,1.2,"Văn học,Thiết kế,Nghệ thuật",XH,công nghệ kỹ thuật ô tô,0.485,C04,an toàn thông tin,0.321,C14,công nghệ thông tin,0.321,C14
S04542,9.2,7.5,7.75,3.5,4.5,,,,9.2,"Kỹ thuật,Ngoại ngữ,Môi trường",TN,kỹ thuật môi trường,0.689,A01,quản trị khách sạn,0.589,A01,kỹ thuật điện - điện tử,0.589,A01
S04543,7.4,8.5,,,,7.75,8.75,8.75,8.4,"Sáng tạo,Lãnh đạo,Du lịch",XH,quản trị khách sạn,0.582,D15,quản trị dịch vụ du lịch và lữ hành,0.582,D15,kỹ thuật phần mềm,0.579,C14
S04544,8.2,8.25,9.0,5.75,8.0,,,,9.6,"Văn học,Phân tích dữ liệu,Thiên nhiên",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.617,A01,an toàn thông tin,0.607,A01,kỹ thuật phần mềm,0.607,A01
S04545,6.2,9.25,,,,10.0,9.75,9.5,4.6,"Dạy học,Luật pháp,Văn học",XH,sư phạm ngữ văn,0.693,C19,luật kinh tế,0.6,C20,tâm lý học,0.423,C19
S04546,6.6,6.5,,,,6.75,7.0,7.0,6.0,"Quảng cáo,Luật pháp,Thống kê",XH,digital marketing,0.518,C04,khoa học dữ liệu và trí tuệ nhân tạo,0.515,D01,marketing,0.508,C04
S04547,6.0,8.25,,,,5.25,8.0,8.0,2.6,"Dạy học,Kinh doanh,Sáng tạo",XH,marketing,0.637,C04,quan hệ công chúng,0.555,D01,quản trị kinh doanh quốc tế,0.553,C20
S04548,7.0,6.75,4.25,5.0,5.5,,,,4.2,"Điện tử,Khoa học,Động vật",TN,thú y,0.579,D01,công nghệ sinh học,0.497,B03,tâm lý học,0.497,B03
S04549,4.0,7.5,,,,6.5,7.75,8.25,3.6,"Lãnh đạo,Quảng cáo,Công nghệ",XH,digital marketing,0.607,C04,an toàn thông tin,0.513,C14,công nghệ thông tin,0.513,C14
S04550,7.4,9.0,,,,9.5,9.25,9.0,4.2,"Ẩm thực,Truyền thông,Trò chơi điện tử",XH,digital marketing,0.592,C04,công nghệ thông tin,0.589,C14,marketing,0.582,C04
S04551,8.2,8.75,7.0,7.0,7.5,,,,7.8,"Toán học,Máy tính,Truyền thông",TN,khoa học máy tính,0.68,D01,thống kê,0.65,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.59,D01
S04552,5.4,4.5,,,,4.25,6.75,7.5,4.8,"Thể thao,Giáo dục,Công nghệ",XH,kỹ thuật xây dựng,0.476,D84,công nghệ kỹ thuật ô tô,0.452,C04,digital marketing,0.446,D01
S04553,5.0,9.0,,,,6.75,6.5,7.75,5.2,"Dạy học,Dịch vụ khách hàng,Sáng tạo",XH,kỹ thuật phần mềm,0.54,C14,quản trị dịch vụ du lịch và lữ hành,0.533,D66,digital marketing,0.523,C04
S04554,6.6,8.0,,,,6.0,6.75,9.0,3.0,"Kinh doanh,Sáng tạo,Tài chính",XH,marketing,0.625,C04,tài chính - ngân hàng,0.618,A08,quan hệ công chúng,0.565,D01
S04555,6.4,8.0,,,,7.0,7.5,8.25,4.2,"Giáo dục,Truyền thông,Ẩm thực",XH,digital marketing,0.542,C04,marketing,0.532,C04,công nghệ thực phẩm,0.488,D01
S04556,4.0,7.5,,,,4.75,7.0,8.25,2.8,"Tài chính,Trò chơi điện tử,Thiết kế",XH,công nghệ thông tin,0.513,C14,kế toán,0.477,A09,công nghệ kỹ thuật ô tô,0.477,C04
S04557,4.0,7.5,,,,6.0,7.0,7.5,3.0,"Tài chính,Văn hóa,Sáng tạo",XH,thiết kế thời trang,0.53,D14,nghệ thuật,0.53,D14,quản trị kinh doanh quốc tế,0.523,C20
S04558,9.0,8.25,8.0,9.75,7.25,,,,5.4,"Y học,Toán học,Văn học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.617,A00,trí tuệ nhân tạo,0.607,A00,khoa học dữ liệu,0.607,A00
S04559,4.8,4.5,,,,7.5,6.75,7.0,3.0,"Ẩm thực,Nghệ thuật,Động vật",XH,thiết kế đồ họa,0.424,D09,thiết kế nội thất,0.424,D09,thiết kế thời trang,0.414,D09
S04560,5.4,5.25,,,,5.25,5.0,6.25,2.8,"Du lịch,Ẩm thực,Bảo mật thông tin",XH,quản lý tài nguyên và môi trường,0.26,C20,tài chính - ngân hàng,0.255,A08,quản trị kinh doanh quốc tế,0.25,C20
S04561,6.8,8.0,3.0,4.75,5.75,,,,9.0,"Điện tử,Môi trường,Du lịch",TN,tự động hóa,0.567,D01,quản trị khách sạn,0.557,D01,kỹ thuật môi trường,0.557,D01
S04562,8.4,7.75,6.75,9.0,7.5,,,,8.0,"Xây dựng,Giao tiếp,Điện tử",TN,tự động hóa,0.589,D07,logistics và quản lý chuỗi cung ứng,0.589,D07,marketing,0.579,D07
S04563,7.0,5.75,,,,6.0,6.75,8.5,3.0,"Lãnh đạo,Trò chơi điện tử,Động vật",XH,công nghệ thông tin,0.533,C14,thú y,0.45,D01,quản lý bệnh viện,0.45,D01
S04564,7.2,7.0,8.0,4.5,5.5,,,,8.8,"Hóa học,Ngoại ngữ,Cơ khí",TN,tự động hóa,0.57,A01,quản trị khách sạn,0.56,A01,quản trị dịch vụ du lịch và lữ hành,0.56,A01
S04565,6.4,8.75,,,,8.75,9.25,9.25,3.6,"Dịch vụ khách hàng,Quảng cáo,Sáng tạo",XH,digital marketing,0.675,C04,marketing,0.665,C04,quan hệ công chúng,0.611,D14
S04566,6.6,7.0,,,,7.5,7.5,8.25,4.2,"Quản lý,Giúp đỡ người khác,Toán học",XH,quản trị nhân lực,0.579,D14,quản lý tài nguyên và môi trường,0.543,C20,quản trị kinh doanh quốc tế,0.533,C20
S04567,6.8,5.5,5.5,5.0,6.75,,,,4.4,"Máy tính,Cơ khí,Trò chơi điện tử",TN,công nghệ thông tin,0.597,B00,tự động hóa,0.497,B00,kỹ thuật phần mềm,0.481,A00
S04568,8.4,8.0,8.5,8.5,8.0,,,,8.4,"Sáng tạo,Bảo mật thông tin,Phân tích dữ liệu",TN,an toàn thông tin,0.689,A00,kỹ thuật phần mềm,0.689,A00,digital marketing,0.689,A00
S04569,8.0,4.25,8.0,4.0,5.5,,,,5.4,"Phân tích dữ liệu,Nông nghiệp,Thiên nhiên",TN,nông nghiệp,0.595,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.545,A01,kỹ thuật phần mềm,0.535,A01
S04570,6.6,8.75,,,,7.75,8.75,9.5,5.2,"Truyền thông,Giáo dục,Đọc sách",XH,digital marketing,0.571,C04,marketing,0.561,C04,ngôn ngữ hàn quốc,0.523,D66
S04571,6.2,8.5,,,,7.25,7.5,6.75,3.4,"Văn học,Lãnh đạo,Tài chính",XH,tài chính - ngân hàng,0.526,C04,kế toán,0.493,A09,quản lý bệnh viện,0.481,D01
S04572,8.0,7.0,7.5,5.25,4.75,,,,8.4,"Ngoại ngữ,Động vật,Toán học",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.579,A01,trí tuệ nhân tạo,0.569,A01,khoa học dữ liệu,0.569,A01
S04573,6.6,8.5,,,,6.75,7.25,7.25,6.8,"Trò chơi điện tử,Nghệ thuật,Văn học",XH,công nghệ thông tin,0.548,C14,kiến trúc,0.522,D01,thiết kế đồ họa,0.514,D14
S04574,8.0,8.75,,,,8.25,6.25,8.5,7.6,"Phân tích dữ liệu,Thể thao,Truyền thông",XH,digital marketing,0.675,D01,an toàn thông tin,0.587,C14,kỹ thuật phần mềm,0.587,C14
S04575,7.6,8.75,,,,5.75,6.5,8.0,4.8,"Dịch vụ khách hàng,Trò chơi điện tử,Sáng tạo",XH,kỹ thuật phần mềm,0.575,C14,công nghệ thông tin,0.575,C14,digital marketing,0.555,C04
S04576,7.8,7.25,8.0,8.25,7.5,,,,7.8,"Bảo mật thông tin,Nghiên cứu,Cơ khí",TN,an toàn thông tin,0.671,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.581,A00,tự động hóa,0.571,A00
S04577,4.8,7.5,,,,5.75,7.25,8.5,4.6,"Kinh doanh,Dịch vụ khách hàng,Quảng cáo",XH,quan hệ công chúng,0.568,D14,marketing,0.565,D01,bảo hiểm,0.545,D01
S04578,8.0,5.0,7.25,8.0,6.25,,,,6.0,"Hóa học,Kỹ thuật,Thiên nhiên",TN,kỹ thuật môi trường,0.65,A00,kỹ thuật điện - điện tử,0.55,A00,công nghệ sinh học,0.55,A00
S04579,6.0,8.25,,,,5.5,5.5,7.0,3.8,"Quản lý,Truyền thông,Chính trị",XH,quản lý tài nguyên và môi trường,0.517,C20,digital marketing,0.513,C04,quản trị kinh doanh quốc tế,0.507,C20
S04580,3.4,5.0,,,,6.25,5.25,5.0,3.2,"Ẩm thực,Luật pháp,Điện tử",XH,quản lý tài nguyên và môi trường,0.243,C20,quản trị kinh doanh quốc tế,0.233,C20,,0.0,
S04581,6.6,6.0,,,,3.75,4.75,7.0,2.8,"Dịch vụ khách hàng,Giáo dục,Phân tích dữ liệu",XH,an toàn thông tin,0.511,C14,công nghệ thông tin,0.511,C14,kế toán,0.465,A09
S04582,7.0,4.25,,,,6.5,7.25,7.75,4.2,"Quản lý,Ẩm thực,Lập trình",XH,kế toán,0.513,A09,công nghệ thông tin,0.503,C14,quản lý tài nguyên và môi trường,0.497,C20
S04583,4.6,8.75,,,,6.0,7.0,7.75,4.6,"Giúp đỡ người khác,Dịch vụ khách hàng,Văn học",XH,quản trị dịch vụ du lịch và lữ hành,0.521,D66,quản trị khách sạn,0.511,D15,tâm lý học,0.498,D14
S04584,3.4,6.75,,,,4.25,6.0,7.0,3.4,"Du lịch,Quảng cáo,Công nghệ",XH,quản trị dịch vụ du lịch và lữ hành,0.469,D66,quản trị khách sạn,0.455,D15,công nghệ kỹ thuật ô tô,0.445,C04
S04585,7.8,8.75,,,,9.0,9.0,9.75,8.2,"Giao tiếp,Sáng tạo,Văn hóa",XH,quản trị kinh doanh quốc tế,0.697,C20,marketing,0.681,C04,quan hệ công chúng,0.676,D14
S04586,8.0,8.75,,,,5.75,7.0,8.75,7.8,"Sáng tạo,Thể thao,Phân tích dữ liệu",XH,kỹ thuật phần mềm,0.69,C14,digital marketing,0.677,D01,thiết kế thời trang,0.637,D01
S04587,6.0,5.5,6.5,4.0,4.0,,,,3.8,"Toán học,Dịch vụ khách hàng,Du lịch",TN,quản trị khách sạn,0.56,A00,quản trị dịch vụ du lịch và lữ hành,0.56,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.48,A00
S04588,8.2,9.25,,,,9.5,9.75,8.5,5.6,"Toán học,Truyền thông,Thiết kế",XH,kỹ thuật điện - điện tử,0.647,D01,kỹ thuật xây dựng,0.647,D01,kiến trúc,0.637,D01
S04589,6.2,8.5,,,,6.25,7.75,8.75,5.0,"Truyền thông,Văn hóa,Chính trị",XH,ngôn ngữ hàn quốc,0.607,D66,quan hệ quốc tế,0.603,D15,nghệ thuật,0.573,D14
S04590,5.2,7.75,,,,6.25,8.0,8.25,3.6,"Trò chơi điện tử,Dạy học,Xây dựng",XH,công nghệ thông tin,0.533,C14,kỹ thuật xây dựng,0.467,D84,thiết kế nội thất,0.455,D14
S04591,8.0,7.75,6.0,7.75,5.75,,,,8.8,"Toán học,Du lịch,Chăm sóc sức khỏe",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.587,D01,trí tuệ nhân tạo,0.577,D01,khoa học dữ liệu,0.577,D01
S04592,8.2,9.0,,,,6.0,7.0,9.0,7.8,"Đọc sách,Sáng tạo,Toán học",XH,kiến trúc,0.663,D01,kỹ thuật phần mềm,0.599,C14,khoa học máy tính,0.599,C14
S04593,4.0,7.25,,,,6.25,7.25,9.25,3.6,"Kinh doanh,Tài chính,Truyền thông",XH,tài chính - ngân hàng,0.59,A08,quan hệ công chúng,0.558,D14,quản trị kinh doanh quốc tế,0.547,C20
S04594,8.8,5.5,8.75,8.0,4.75,,,,4.0,"Phân tích dữ liệu,Xây dựng,Thống kê",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.701,A00,khoa học dữ liệu,0.691,A00,kế toán,0.661,A00
S04595,3.6,6.0,,,,4.25,7.0,8.0,4.0,"Kinh doanh,Du lịch,Sáng tạo",XH,quản trị kinh doanh quốc tế,0.51,C20,luật kinh tế,0.5,C20,quản trị dịch vụ du lịch và lữ hành,0.48,D66
S04596,8.0,8.0,,,,9.0,9.0,10.0,8.6,"Ngoại ngữ,Văn học,Phân tích dữ liệu",XH,ngôn ngữ pháp,0.638,D01,tâm lý học,0.6,C20,an toàn thông tin,0.597,C14
S04597,5.2,6.0,,,,7.0,8.25,8.0,2.8,"Ngoại ngữ,Giúp đỡ người khác,Văn hóa",XH,quản trị kinh doanh quốc tế,0.627,C20,quản trị dịch vụ du lịch và lữ hành,0.599,C04,quan hệ quốc tế,0.547,D15
S04598,8.4,8.25,9.5,8.75,7.75,,,,8.2,"Xây dựng,Truyền thông,Du lịch",TN,ngôn ngữ hàn quốc,0.641,D01,digital marketing,0.605,A00,marketing,0.595,A00
S04599,4.6,6.0,,,,5.25,6.0,5.75,2.8,"Luật pháp,Nghệ thuật,Xây dựng",XH,quản lý tài nguyên và môi trường,0.277,C20,quản trị kinh doanh quốc tế,0.267,C20,công nghệ sinh học,0.261,C04
S04600,7.6,8.75,,,,8.25,9.0,8.75,7.0,"Chính trị,Sáng tạo,Văn hóa",XH,quan hệ quốc tế,0.65,D15,thiết kế thời trang,0.63,D14,nghệ thuật,0.63,D14
S04601,7.2,6.5,7.25,6.5,7.0,,,,6.0,"Chăm sóc sức khỏe,Nông nghiệp,Công nghệ",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.539,A00,an toàn thông tin,0.529,A00,tự động hóa,0.529,A00
S04602,4.6,9.5,,,,8.75,8.75,9.25,5.8,"Sáng tạo,Dịch vụ khách hàng,Lãnh đạo",XH,quản trị dịch vụ du lịch và lữ hành,0.567,D66,kỹ thuật phần mềm,0.561,C14,quản trị khách sạn,0.561,D14
S04603,5.8,7.5,5.25,3.5,4.75,,,,6.6,"Nghiên cứu,Công nghệ,Khoa học",TN,công nghệ vật liệu,0.695,D01,khoa học dữ liệu và trí tuệ nhân tạo,0.625,D01,an toàn thông tin,0.615,D01
S04604,8.6,7.75,7.0,9.0,8.25,,,,7.8,"Y học,Tự động hóa,Toán học",TN,trí tuệ nhân tạo,0.678,A00,tự động hóa,0.595,B00,khoa học dữ liệu,0.589,D07
S04605,7.6,8.25,,,,8.25,8.0,9.75,5.8,"Quản lý,Kinh doanh,Sáng tạo",XH,quản trị kinh doanh quốc tế,0.677,C20,marketing,0.658,C04,quản trị nhân lực,0.651,C03
S04606,4.8,7.5,,,,7.75,7.25,8.75,3.4,"Ẩm thực,Giao tiếp,Lãnh đạo",XH,quản lý bệnh viện,0.549,D01,quản trị kinh doanh quốc tế,0.543,C20,quản trị kinh doanh,0.539,D01
S04607,5.2,7.0,,,,6.25,8.25,9.25,3.2,"Giúp đỡ người khác,Giáo dục,Dạy học",XH,tâm lý học,0.567,C20,quản trị nhân lực,0.435,D01,quản lý tài nguyên và môi trường,0.367,C20
S04608,6.4,3.25,5.25,6.25,6.0,,,,4.8,"Điện tử,Máy tính,Hóa học",TN,tự động hóa,0.499,B00,công nghệ thông tin,0.499,B00,công nghệ sinh học,0.489,B00
S04609,8.6,9.5,8.25,9.0,8.0,,,,5.8,"Truyền thông,Kỹ thuật,Nghiên cứu",TN,kỹ thuật môi trường,0.685,A00,công nghệ vật liệu,0.675,A00,khoa học dữ liệu và trí tuệ nhân tạo,0.605,A00
S04610,7.8,9.25,6.5,8.75,6.5,,,,5.2,"Môi trường,Văn học,Lập trình",TN,tự động hóa,0.557,A00,kỹ thuật phần mềm,0.557,A00,trí tuệ nhân tạo,0.557,A00
S04611,6.4,6.5,,,,5.75,6.5,9.0,4.4,"Dịch vụ khách hàng,Thiết kế,Thiên nhiên",XH,quản lý tài nguyên và môi trường,0.533,C20,quản trị dịch vụ du lịch và lữ hành,0.505,D66,kỹ thuật xây dựng,0.504,D84
S04612,8.6,8.75,4.25,9.75,8.75,,,,6.6,"Nghiên cứu,Văn học,Toán học",TN,khoa học dữ liệu,0.683,D07,toán kinh tế,0.681,B00,khoa học dữ liệu và trí tuệ nhân tạo,0.679,D01
S04613,8.4,9.25,,,,9.75,10.0,9.25,7.0,"Toán học,Sáng tạo,Đọc sách",XH,kiến trúc,0.659,D01,digital marketing,0.619,C04,marketing,0.609,C04
S04614,7.6,8.25,8.75,8.5,7.75,,,,6.8,"Sáng tạo,Xây dựng,Thống kê",TN,kiến trúc,0.639,A01,thiết kế nội thất,0.629,A01,khoa học dữ liệu và trí tuệ nhân tạo,0.591,A00
S04615,6.0,6.0,,,,6.5,8.0,8.75,6.4,"Tài chính,Dạy học,Nghệ thuật",XH,kế toán,0.523,A09,tài chính - ngân hàng,0.513,A08,kiến trúc,0.475,D01
S04616,5.8,6.5,,,,5.25,6.25,6.5,3.6,"Dạy học,Quảng cáo,Thiên nhiên",XH,digital marketing,0.497,C04,quản lý tài nguyên và môi trường,0.497,C20,marketing,0.452,D01
S04617,7.2,9.0,6.75,3.5,6.5,,,,4.2,"Văn học,Cơ khí,Thống kê",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.532,D01,tự động hóa,0.522,D01,khoa học dữ liệu,0.522,D01
S04618,7.2,7.5,,,,6.25,7.5,9.0,2.8,"Trò chơi điện tử,Quảng cáo,Phân tích dữ liệu",XH,công nghệ thông tin,0.666,C14,digital marketing,0.646,C04,an toàn thông tin,0.566,C14
S04619,6.2,8.25,8.5,8.0,5.25,,,,5.6,"Công nghệ,Văn học,Máy tính",TN,an toàn thông tin,0.653,A00,kỹ thuật phần mềm,0.653,A00,công nghệ thông tin,0.653,A00
S04620,6.8,8.0,4.75,4.5,5.75,,,,6.2,"Truyền thông,Nông nghiệp,Luật pháp",TN,digital marketing,0.53,D01,marketing,0.52,D01,quan hệ công chúng,0.51,D01
S04621,5.4,9.0,,,,9.25,7.75,9.0,4.8,"Đọc sách,Truyền thông,Nghệ thuật",XH,nghệ thuật,0.617,D14,digital marketing,0.545,C04,quan hệ công chúng,0.537,D14
S04622,8.4,6.75,6.25,5.5,5.75,,,,8.2,"Toán học,Ngoại ngữ,Thiên nhiên",TN,khoa học dữ liệu và trí tuệ nhân tạo,0.571,D01,trí tuệ nhân tạo,0.561,D01,khoa học dữ liệu,0.561,D01
S04623,5.0,7.25,,,,5.75,6.75,8.0,4.8,"Tài chính,Ngoại ngữ,Văn học",XH,quản trị kinh doanh quốc tế,0.523,C20,quản trị dịch vụ du lịch và lữ hành,0.507,D66,quản trị khách sạn,0.491,D15
S04624,7.2,8.75,4.0,6.75,6.25,,,,4.0,"Môi trường,Sáng tạo,Y học",TN,công nghệ sinh học,0.536,B03,quản lý bệnh viện,0.536,B03,công nghệ thực phẩm,0.53,C08
S04625,7.4,8.5,,,,6.75,6.75,8.75,8.4,"Sáng tạo,Kinh doanh,Giao tiếp",XH,marketing,0.764,D01,quan hệ công chúng,0.754,D01,logistics và quản lý chuỗi cung ứng,0.674,D01
S04626,8.4,8.25,8.0,4.75,6.25,,,,8.6,"Ngoại ngữ,Nông nghiệp,Lập trình",TN,tự động hóa,0.587,D01,kỹ thuật phần mềm,0.587,D01,trí tuệ nhân tạo,0.587,D01
