Ngành,Mức điểm đầu vào,Trường đại học,Điểm chuẩn,Tổ hợp,Năm,Ghi chú,Môn nhân hệ số 2
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,35.46,A00,2024,Môn Toán hệ số 2,Toán
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,35.46,A01,2024,Môn Toán hệ số 2,Toán
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,35.46,D01,2024,Môn Toán hệ số 2,Toán
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,35.46,D07,2024,Môn Toán hệ số 2,Toán
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.5,C01,2024,Cơ sở Nam Định,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,22.2,A00,2024,Cơ sở Hà Nội,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,22.2,A01,2024,Cơ sở Hà Nội,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,22.2,C01,2024,Cơ sở Hà Nội,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,22.2,D01,2024,Cơ sở Hà Nội,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.3,A00,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.3,A01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.3,D01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,26.3,D07,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,24.75,A00,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,24.75,A01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,24.75,D01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,24.75,D90,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
khoa học dữ liệu,Cao,Đại học Kinh tế TP.HCM,17.0,C01,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.75,A00,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.75,A01,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.75,D01,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.75,D07,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,A00,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,A01,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,D01,2024,,
kinh doanh quốc tế,Cao,Đại học Kinh tế TP.HCM,25.8,D96,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,27.2,A00,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,27.2,A01,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,27.2,D01,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,27.2,D07,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,25.89,A00,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,25.89,A01,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,25.89,D01,2024,,
kinh tế học,Cao,Đại học Kinh tế TP.HCM,25.89,D07,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.79,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.79,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.79,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.79,D07,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.45,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.45,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.45,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,27.45,D07,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.5,C01,2024,Cơ sở Nam Định,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,23.0,A00,2024,Cơ sở Hà Nội,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,23.0,A01,2024,Cơ sở Hà Nội,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,23.0,C01,2024,Cơ sở Hà Nội,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,23.0,D01,2024,Cơ sở Hà Nội,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.38,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.38,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.38,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.38,D07,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.5,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.5,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.5,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,26.5,D07,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,25.25,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,25.25,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,25.25,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,25.25,D90,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.0,C15,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,16.0,A00,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,16.0,A01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,16.0,D01,2024,,
kiểm toán,Cao,Đại học Kinh tế TP.HCM,16.0,C01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.29,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.29,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.29,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.29,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.2,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.2,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.2,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,27.2,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.5,A00,2024,Cơ sở Nam Định,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.5,A01,2024,Cơ sở Nam Định,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.5,C01,2024,Cơ sở Nam Định,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.5,D01,2024,Cơ sở Nam Định,
kế toán,Cao,Đại học Kinh tế TP.HCM,23.0,A00,2024,Cơ sở Hà Nội,
kế toán,Cao,Đại học Kinh tế TP.HCM,23.0,A01,2024,Cơ sở Hà Nội,
kế toán,Cao,Đại học Kinh tế TP.HCM,23.0,C01,2024,Cơ sở Hà Nội,
kế toán,Cao,Đại học Kinh tế TP.HCM,23.0,D01,2024,Cơ sở Hà Nội,
kế toán,Cao,Đại học Kinh tế TP.HCM,33.1,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,33.1,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,33.1,D09,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,33.1,D10,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,26.17,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,26.17,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,26.17,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,26.17,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.7,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.7,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.7,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.7,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.2,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.2,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.2,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.2,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.5,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.5,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.5,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.5,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.4,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.4,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.4,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,25.4,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,24.25,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,24.25,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,24.25,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,24.25,D90,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,19.0,C15,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,C15,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,14.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,14.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,14.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,14.0,D10,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,16.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,16.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,16.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,16.0,C01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.0,B00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,A09,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,C02,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,D10,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,A00,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,A01,2024,,
kế toán,Cao,Đại học Kinh tế TP.HCM,15.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.89,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.89,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.89,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.89,D07,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.1,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.1,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.1,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,27.1,D07,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,22.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,22.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,22.0,C15,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,22.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,21.5,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,21.5,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,21.5,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,21.5,D07,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,C00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,C01,2024,,
logistics và quản lý chuỗi cung ứng,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,37.49,A01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
marketing,Cao,Đại học Kinh tế TP.HCM,37.49,D01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
marketing,Cao,Đại học Kinh tế TP.HCM,37.49,D07,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
marketing,Cao,Đại học Kinh tế TP.HCM,37.49,D09,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
marketing,Cao,Đại học Kinh tế TP.HCM,26.87,A00,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,26.87,A01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,26.87,D01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,26.87,D07,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,25.75,A00,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,25.75,A01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,25.75,D01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,25.75,D07,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,27.2,A00,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,27.2,A01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,27.2,D01,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,27.2,D07,2024,,
marketing,Cao,Đại học Kinh tế TP.HCM,20.0,A00,2024,CT dạy và học bằng Tiếng Anh,
marketing,Cao,Đại học Kinh tế TP.HCM,20.0,A01,2024,CT dạy và học bằng Tiếng Anh,
marketing,Cao,Đại học Kinh tế TP.HCM,20.0,C04,2024,CT dạy và học bằng Tiếng Anh,
marketing,Cao,Đại học Kinh tế TP.HCM,20.0,D01,2024,CT dạy và học bằng Tiếng Anh,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,26.71,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,26.71,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,26.71,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,26.71,D07,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,Cơ sở Nam Định,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,Cơ sở Nam Định,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,19.0,C01,2024,Cơ sở Nam Định,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,Cơ sở Nam Định,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,24.5,A00,2024,Cơ sở Hà Nội,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,24.5,A01,2024,Cơ sở Hà Nội,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,24.5,C01,2024,Cơ sở Hà Nội,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,24.5,D01,2024,Cơ sở Hà Nội,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.2,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.2,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.2,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.2,D07,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.75,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.75,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.75,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,25.75,D90,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,16.0,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,16.0,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,16.0,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,16.0,C00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,C00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,C04,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,17.0,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,17.0,D15,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,17.0,D66,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,17.0,D84,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,15.0,A01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,15.0,C00,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,15.0,D01,2024,,
quản trị dịch vụ du lịch và lữ hành,Cao,Đại học Kinh tế TP.HCM,15.0,D15,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,26.94,A00,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,26.94,A01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,26.94,D01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,26.94,D07,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.65,A01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.65,D01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.65,D09,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.65,D10,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.8,A01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.8,D01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.8,D07,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,35.8,D09,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,19.0,A00,2024,Cơ sở Nam Định,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,19.0,A01,2024,Cơ sở Nam Định,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,19.0,C01,2024,Cơ sở Nam Định,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,19.0,D01,2024,Cơ sở Nam Định,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.5,A00,2024,Cơ sở Hà Nội,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.5,A01,2024,Cơ sở Hà Nội,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.5,C01,2024,Cơ sở Hà Nội,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.5,D01,2024,Cơ sở Hà Nội,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,25.5,A00,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,25.5,A01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,25.5,D01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,25.5,D07,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.25,A00,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.25,A01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.25,D01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,24.25,D90,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,18.0,D01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,18.0,D07,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,16.0,A00,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,16.0,A01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,16.0,D01,2024,,
quản trị khách sạn,Cao,Đại học Kinh tế TP.HCM,16.0,C00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,27.01,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,27.01,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,27.01,D01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,27.01,D07,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,36.59,A01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,36.59,D01,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,36.59,D07,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,36.59,D09,2024,Môn Tiếng Anh hệ số 2,Ngoại ngữ
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,26.33,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,26.33,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,26.33,D01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,26.33,D07,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.5,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.5,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.5,D01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.5,D07,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.33,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.33,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.33,D01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,25.33,D07,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,18.0,A00,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,18.0,A01,2024,,
quản trị kinh doanh,Cao,Đại học Kinh tế TP.HCM,18.0,C15,2024,,
